gvkey,datadate,fyear,datafmt,tic,conm,acctchg,ajex,ajp,curncd,currtr,fyr,acdo,aco,acodo,acominc,acox,acqic,acqintan,acqinvt,acqppe,acqsc,act,aldo,am,ano,ao,aocidergl,aociother,aocipen,aocisecgl,aodo,aol2,aoloch,aox,ap,apalch,aqa,aqc,aqd,aqeps,aqi,aqp,aqpl1,aqs,at,aul3,bast,bastr,bkvlps,caps,capx,capxv,ceq,ceql,ceqt,ch,che,chech,ci,cibegni,cicurr,cidergl,cimii,ciother,cipen,cisecgl,citotal,cld2,cld3,cld4,cld5,cogs,cshfd,cshi,csho,cshpri,cshr,cstk,cstkcv,cstke,dc,dclo,dcom,dcpstk,dcs,dcvsr,dcvsub,dcvt,dd,dd1,dd2,dd3,dd4,dd5,diladj,dilavx,dlc,dlcch,dltis,dlto,dltp,dltr,dltt,dm,dn,do,donr,dp,dpact,dpc,dpvieb,drc,drlt,ds,dtea,dted,dteeps,dtep,dudd,dv,dvc,dvp,dvpa,dvt,dxd2,dxd3,dxd4,dxd5,ebit,ebitda,emp,epsfi,epsfx,epspi,epspx,esub,esubc,exre,fatb,fatc,fate,fatl,fato,fatp,fca,fiao,fincf,fopo,fopox,gdwl,gdwlia,gdwlid,gdwlieps,gdwlip,gla,glcea,glced,glceeps,glcep,gld,gleps,glp,gp,hedgegl,ib,ibadj,ibc,ibcom,ibmii,icapt,idit,intan,intano,intc,intpn,invch,invfg,invo,invrm,invt,invwip,irent,itcb,itci,ivaco,ivaeq,ivao,ivch,ivncf,ivst,ivstch,lco,lcox,lcoxdr,lct,lifr,lno,lo,lol2,loxdr,lqpl1,lse,lt,lul3,mib,mibn,mibt,mii,mrc1,mrc2,mrc3,mrc4,mrc5,mrct,mrcta,msa,ni,niadj,nipfc,nipfp,nopi,nopio,np,nrtxt,nrtxtd,nrtxteps,oancf,ob,oiadp,oibdp,opeps,oprepsx,optca,optdr,optex,optexd,optfvgr,optgr,optlife,optosby,optosey,optprcby,optprcca,optprcex,optprcey,optprcgr,optprcwa,optrfr,optvol,pi,pidom,pifo,pnca,pncad,pncaeps,pncia,pncid,pncieps,pncip,pncwia,pncwid,pncwieps,pncwip,pnrsho,ppegt,ppent,ppeveb,prca,prcad,prcaeps,prsho,prstkc,pstk,pstkc,pstkl,pstkn,pstkr,pstkrv,rca,rcd,rceps,rcl,rcp,rdip,rdipa,rdipd,rdipeps,re,rea,reajo,recch,recco,recd,rect,recta,rectr,recub,reuna,reunr,revt,rra,rrd,rreps,rrp,sale,salepfc,salepfp,seq,seqo,seta,setd,seteps,setp,siv,spce,spced,spceeps,spi,spid,spieps,spioa,spiop,sppe,sppiv,sstk,stkco,stkcpa,teq,tfva,tfvce,tfvl,tlcf,tstk,tstkc,tstkme,tstkn,tstkp,txach,txbco,txbcof,txc,txdb,txdba,txdbca,txdbcl,txdc,txdfed,txdfo,txdi,txditc,txds,txfed,txfo,txndb,txndba,txndbl,txndbr,txo,txp,txpd,txr,txs,txt,txtubadjust,txtubbegin,txtubend,txtubmax,txtubmin,txtubposdec,txtubposinc,txtubpospdec,txtubpospinc,txtubsettle,txtubsoflimit,txtubtxtr,txtubxintbs,txtubxintis,wcap,wda,wdd,wdeps,wdp,xacc,xad,xido,xidoc,xint,xintd,xopr,xpp,xpr,xrd,xrent,xsga,dlrsn,ggroup,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,spcsrc
4439,12/31/12,2012,STD,ERIC,ERICSSON, ,1,1,SEK,0.153671205,12,0,1037.434,471.463, ,471.463, ,1025.294, ,73.762, ,29697.575,0,681.685, ,2483.48, , , , ,1893.383, ,605.004,1893.383,3549.805,-201.463,-14.983, ,0,0, ,-23.051, , ,42258.967, , , ,6.5321,3800.443,834.281,834.281,21034.976,21034.976,14026.647,6866.337,11787.811,922.949,281.218,912.5,-606.541,183.176,17.518,-139.533,-69.306,0.922,263.7, , , , ,22280.173,3247,3305.052,3220.254,3216, ,2539.57,0.768,0,590.097, ,0,0, ,0,0,0, ,463.78, , , , ,0,887.451,732.858, ,1378.277,1133.94, ,1486.001,3672.435, ,2538.495,0,0,1304.361,3491.717,1466.945,3491.717,1791.499,0,0, , , , ,0,1326.49,1234.441,0,0,1234.441, , , , ,2719.827,4024.188,110.255,0.27,0.27,0.28,0.28,-1802.716,1808.555,-269.232, ,222.977,4268.371,0.461,0, , ,-18.133,-1442.204,-23.204,-23.204,4672.219, , , , , ,807.78,0.25,0.25,1242.739, , , ,12857.824, ,887.451,887.451,912.5,887.451,912.5,24953.284,258.936,7008.329,2336.11,0,253.557,422.903,1687.463,0,1129.637,4426.038,1608.938,36.266,0,0,-334.696,436.734,866.706, ,-751.145,4921.474,330.547,10089.59,5078.065,3286.566,14968.19,0, ,1858.039, ,1858.039, ,42258.967,20978.118, ,0,245.873,245.873,25.049,437.502,275.686,213.296,169.807,119.403,1215.694,379.875, ,887.451,887.451, , ,-335.925,-594.861,269.078, , , ,3385.53, ,2719.827,4024.188,0.4,0.4,0, ,0,0, ,0, ,0,0, , , , , , , , ,1564.68, , ,-108.477,-0.03,-0.03,-48.545,-0.01,-0.02,-74.684,-59.932,-0.02,-0.02,-92.203,0,5257.86,1766.143,5257.86,0,0,0,0,14.291,0,0,0,0,0,0,-344.308,-0.11,-0.11, ,-529.705,0,0,0,0,14694.963, , ,-362.971,1476.166, ,12446.292, ,9782.709, ,14694.963, ,35137.997, , , , ,35137.997, , ,21034.976,0, , , , , ,-28.806,-0.01,0,-552.756, , , , ,87.285,-1242.739,24.434, , ,21280.849, , , ,2624.858, , , ,84.798, , ,0,0, ,479.454,1893.383, , ,0, , ,-260.78,479.454, , , ,1413.929,1893.383,479.454,0,-14.599,595.937,883.609,1187.417, ,652.18, , , , , , , , , , , , , , ,14729.385, , , , ,5011.525, ,0,0,266.466, ,31113.809,565.971,424.44,5045.487,487.445,8833.636, ,4520,452010,45,45201020,334220,3663,180,940, 
16416,12/31/13,2013,SUMM_STD,RKUS,RUCKUS WIRELESS INC, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,283.222, , , , , ,7.776, , , , , , , , , , , , , , , , , , , , ,81.597,93.361, , ,76.744, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , ,6.591, , , , , , , , , , , , , , , , , , , , , , , ,0.02,0.02,0.02,0.02, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.789, , , ,1.789, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1.789, , , ,-0.469, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-0.11, , , , , , , , , , , , , , , ,11.472, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-21.805, , , , , , ,263.067, , ,203.849, , , , , , , , , , , , , , , , , , , ,203.849, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1.899, , , , , , , , , , , , , , ,160.435, , , , , , ,0, ,0, , , , , , ,174.52, ,4520,452010,45,45201020,3342,3576, , , 
4439,12/31/13,2013,STD,ERIC,ERICSSON, ,1,1,SEK,0.155632334,12,0,805.398,238.429, ,238.429, ,241.386, ,92.913, ,29709.59,0,703.614, ,2822.393, , , , ,2301.336, ,-97.737,2301.336,3190.774,-335.855, , , , , ,-15.719, , ,41894.668, , , ,6.7532,3848.943,700.812,700.812,21820.276,21820.276,14916.582,6551.343,11997.541,-402.621,1849.068,1894.668,-264.73,-127.774,26.302,-164.348,500.202,11.05,1822.766, , , , ,21726.274,3257,3305.051,3231.083,3226, ,2571.98,0.78,0,521.057, ,0,0, ,0,0,0, ,939.552, , , , ,0,1868.366,1149.811, ,926.946,1174.246, ,792.791,3434.339, ,2260.093,0,0,1361.472,3675.88,1580.447,3675.88,1538.737,0,0, , , , ,0,1424.503,1424.503,0,0,1424.503, , , , ,3658.137,5019.609,114.34,0.57,0.57,0.58,0.58,-20.232,40.153,99.76, ,134.622,4402.683,276.559,0, , ,-203.411,-1479.752,-242.942,-242.942,4909.266, , , , , , , , ,-151.897, , , ,13830.267, ,1868.366,1868.366,1894.668,1868.366,1894.668,25475.457,151.119,6903.694,1994.428,0,191.895,757.618,1205.061,0,894.419,3542.036,1442.556,25.679,0,0,-766.801,399.664,279.983, ,-1728.92,5446.198,-320.136,9438.945,4300.277,2761.54,14216.079,0, ,1790.706, ,1790.706, ,41894.668,19853.55, ,0,220.842,220.842,26.302,325.116,274.847,221.776,137.112,97.426,1056.277,374.451, ,1868.366,1868.366, , ,-68.632,-219.751,210.259, , , ,2706.291, ,3658.137,5019.609,0.74,0.73,0, ,0,0, ,0, ,0,0, , , , , , , , ,2661.002, , , , , , , , , , , , , ,0,5455.224,1779.344,5490.242, , , ,0, ,0,0,0,0,0,0, , , , ,-693.031,0, , , ,15399.353, , ,-1041.958,1075.419,184.424,13364.615, ,11051.919, ,15399.353, ,35556.541, , , , ,35556.541, , ,21820.276,0, , , , , , , , ,-708.75, , , , ,58.829,151.897,14.007, , ,22041.118, , , ,2193.326, , , ,73.968, , ,0,0, ,412.426,1416.721,0,0,0, , ,-142.092,412.426, , , ,1004.295,1416.721,412.426,0,0,436.549,1017.369,1237.277, ,766.334, , , , , , , , , , , , , , ,15493.511, , , , ,5138.668, ,0,0,219.753, ,30536.932,566.969,688.829,5016.964,391.727,8810.658, ,4520,452010,45,45201020,334220,3663,180,940, 
16710,9/30/10,2010,SUMM_STD,DGII,DIGI INTERNATIONAL INC, , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,266.965, , , , , ,2.975, , , , , , , , , , , , , , , , , , , , ,87.69,25.154, , ,24.865, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , ,2.649, , , , , , , , , , , , , , , , , , , , , , ,0.648,0.36,0.36,0.36,0.36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.941, , , ,8.941, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,8.941, , , ,-0.212, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.519, , , , , , , , , , , , , , , ,16.396, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,91.649, , , , , , ,182.548, , ,240.556, , , , , , , , , , , , , , , , , , , ,240.556, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.578, , , , , , , , , , , , , , ,122.105, , , , , , ,0, ,0.138, , , , , , ,81.34, ,4520,452010,45,45201020,3342,3576,187,940,B-
138342,12/31/10,2010,STD,ERMS,EROOMSYSTEM TECHNOLOGIES INC,FS157,1,1,USD,1,12,0,0.053,0,0.043,0, , , , , ,3.076,0, ,0,0.002,0,0,0,0,0.002,0,0.018,0.002,0.021,-0.018, ,0, , ,0, ,0.043,0,3.2,0,0,0,0.1295,34.159,0.128,0.128,3.096,3.096,3.095,2.146,2.249,-0.157,0.111,0.018,0,0,0,0.05,0,0.043,0.111,0,0,0,0,0.531,23.905,23.908,23.908,23.876,0.4,0.024,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0.015,0.024,0.014,0.024,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,0,-0.049,-0.034,0.011,0,0,0,0,0,0,0, , , , , , , ,0,0,0.015,0.015,0, , , , , ,-0.05,0,0,-0.05, , , ,0.538, ,0.018,0.018,0.018,0.018,0.018,3.096,0.117,0.001,0.001,0, ,-0.071,0.147,0,0,0.147,0, ,0,0,0.003,0,0,0,-0.186,0.103,-0.061,0.083,0.002,0.002,0.104,0,0,0,0,0,0,3.2,0.104,0,0,0,0,0, , , , , , , ,0.043,0.018,0.018, , ,0.067,-0.05,0, , , ,0.029, ,-0.049,-0.034,0,0,0.04,0,2.248,0,0.15,0.025,5,2.263,2.248,0.32,0.29, ,0.32,0.18,0.32,1.93,114,0.018, , ,0,0,0, , , , , , , , ,0,0.145,0.121,0.145,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,0,-31.087,0,0,0.003,0.523,0.018,0.627,0,0.104, ,-31.13, ,1.069, , , , ,1.069, , ,3.096,0, , , , ,0,0.068,0,0,0, , , , ,0,0.05,0,0.015,0.015,3.096,0.043, ,0,21.58,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0, , , , , , , , , , , , ,0,0,2.972, , , , ,0.081, ,0,0,0,0,1.103,0.053, ,0.078,0.046,0.572, ,4520,452030,45,45203010,334118,3570,190,940,C
16710,9/30/11,2011,SUMM_STD,DGII,DIGI INTERNATIONAL INC, , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,283.895, , , , , ,2.736, , , , , , , , , , , , , , , , , , , , ,94.566,25.819, , ,25.312, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , ,3.006, , , , , , , , , , , , , , , , , , , , , , ,0.691,0.43,0.43,0.44,0.44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11.019, , , ,11.019, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,11.019, , , ,-0.79, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.515, , , , , , , , , , , , , , , ,15.37, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.668, , , , , , ,204.16, , ,260.716, , , , , , , , , , , , , , , , , , , ,260.716, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.496, , , , , , , , , , , , , , ,142.748, , , , , , ,0, ,0.086, , , , , , ,89.197, ,4520,452010,45,45201020,3342,3576,187,940,B-
138342,12/31/11,2011,STD,ERMS,EROOMSYSTEM TECHNOLOGIES INC, ,1,1,USD,1,12,0,0.008,0,0.002,0, , , , , ,2.459,0, ,0,0.003,0,0,0,0,0.003,0,0.046,0.003,0.016,0.013, ,0, , , , ,0.002, ,3.095,0,0,0,0.1241,34.17,0.012,0.012,2.977,2.977,2.977,2.192,2.223,0.046,-0.13,-0.089,0,0,0,0,0,-0.041,-0.13,0,0,0,0,0.282,23.956,23.983,23.983,23.956,0.36,0.024,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.089,0,0,0,0,0,0,0,0,0,0,0,0.025,0.047,0.025,0.047,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,0,-0.158,-0.133,0.011,0,0,0,0,0,0,0, , , , , , , ,0,0,0.011,0.011,0, , , , , , , , , , , , ,0.451, ,-0.089,-0.089,-0.089,-0.089,-0.089,2.977,0.069,0,0,0, ,-0.047,0.17,0,0,0.17,0, ,0,0,-0.001,0,0.5,0,0.019,0.031,0.032,0.102,0.002,0.002,0.118,0,0,0,0,0,0,3.095,0.118,0,0,0,0,0,0.018,0.003,0,0,0,0.021,0,0.002,-0.089,-0.089, , ,0.069,0,0, , , ,0.027, ,-0.158,-0.133,0,0,0.404, ,1.844,0, ,0, ,2.248,1.844,0.32,0.25, ,0.33, ,0.33, , ,-0.089, , ,0,0,0, , , , , , , , ,0,0.18,0.133,0.18,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,0,-31.217,0,0,0.068,0,0.01,0.058,0,0.058, ,-31.219, ,0.733, , , , ,0.733, , ,2.977,0,-0.02,0,0,-0.02,0,-0.069,0,0, , , , , ,0,0,0,0.011,0.011,2.977,0.002, ,0,21.61,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0, , , , , , , , , , , , ,0,0,2.341, , , , ,0.1, ,0,0,0,0,0.866,0.008, ,0.097,0.034,0.584, ,4520,452030,45,45203010,334118,3570,190,940,C
16710,9/30/12,2012,SUMM_STD,DGII,DIGI INTERNATIONAL INC, , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,293.084, , , , , ,3.953, , , , , , , , , , , , , , , , , , , , ,86.882,26.146, , ,25.743, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , ,3.339, , , , , , , , , , , , , , , , , , , , , , ,0.643,0.29,0.29,0.3,0.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.615, , , ,7.615, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,7.615, , , ,-1.22, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.897, , , , , , , , , , , , , , , ,15.157, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,110.283, , , , , , ,190.558, , ,270.857, , , , , , , , , , , , , , , , , , , ,270.857, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.282, , , , , , , , , , , , , , ,155.377, , , , , , ,0, ,0.023, , , , , , ,88.197, ,4520,452010,45,45201020,3342,3576,187,940,B-
138342,12/31/12,2012,STD,ERMS,EROOMSYSTEM TECHNOLOGIES INC, ,1,1,USD,1,12,0,0.023,0,0,0, , , , , ,2.236,0,0,0,0.003,0,0,0,0,0.003,0,-0.015,0.003,0.019,-0.02, ,0, , , , ,0, ,2.757,0, , ,0.1104,34.184,0.003,0.003,2.656,2.656,2.656,1.962,1.988,-0.229,-0.335,-0.334,0,0,0,0,0,-0.001,-0.335,0,0,0,0,0.358,24.03,24.058,24.058,24.03,0.36,0.024,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.334,0,0,0,0,0,0,0,0,0,0,0,0.047,0.047,0.047,0.047,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,0,-0.346,-0.299,0.013,-0.01,-0.01,-0.01,-0.01,0,0,0, , , , , , , ,0,0,0.015,0.015,0, , , , , , , , , , , , ,0.31, ,-0.334,-0.334,-0.334,-0.334,-0.334,2.656,0.012,0,0,0, ,-0.012,0.158,0,0,0.158,0, ,0,0,0,0,0.45,0,0.081,0.026,0.003,0.082,0.004,0.004,0.101,0,0,0,0,0,0,2.757,0.101,0,0,0,0,0,0.019,0.003,0,0,0,0.022,0,0,-0.334,-0.334, , ,0.012,0,0, , , ,-0.31, ,-0.346,-0.299,-0.01,-0.01,1.401,0,0.493,0,0.08,0.05,5,1.844,0.493,0.33,0.37, ,0.21,0.11,0.21,1.07,110.5,-0.334, , ,0,0,0, , , , , , , , ,0,0.115,0.068,0.115,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,0,-31.552,0,0,-0.006,0,0.012,0.067,0,0.067, ,-31.552, ,0.668, , , , ,0.668, , ,2.656,0, , , , ,0.05,-0.334,-0.01,-0.01,0, , , , ,0.031,0.015,0,0.015,0.015,2.656,0, ,0,20.845,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,0,0,2.135, , , , ,0.078, ,0,0,0,0,0.967,0.023, ,0.178,0.032,0.609, ,4520,452030,45,45203010,334118,3570,190,940,C
16710,9/30/13,2013,SUMM_STD,DGII,DIGI INTERNATIONAL INC, , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,299.953, , , , , ,2.886, , , , , , , , , , , , , , , , , , , , ,91.797,26.237, , ,25.956, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , ,3.461, , , , , , , , , , , , , , , , , , , , , , ,0.686,0.22,0.22,0.22,0.22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.805, , , ,5.805, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,5.805, , , ,-1.666, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.238, , , , , , , , , , , , , , , ,13.91, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,116.088, , , , , , ,195.381, , ,274.266, , , , , , , , , , , , , , , , , , , ,274.266, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.433, , , , , , , , , , , , , , ,128.014, , , , , , ,0, ,0.042, , , , , , ,90.177, ,4520,452010,45,45201020,3342,3576,187,940,B-
138342,12/31/13,2013,STD,ERMS,EROOMSYSTEM TECHNOLOGIES INC, ,1,1,USD,1,12,0,0.06,0.047,0,0.047, , , , , ,1.947,0,0, ,0.003,0,0,0,0,0.003, ,0.009,0.003,0.015,-0.006, ,0, , , , , , ,2.463, , , ,0.0982,34.195,0.003,0.003,2.368,2.368,2.368,1.377,1.4,-0.585,-0.299,-0.299,0,0,0,0,0,0,-0.299,0,0,0,0,0.314,24.083,24.108,24.108,24.083,0.36,0.024,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.299,0,0,0,0,0,0,0,0,0,0,0,0.017,0.032,0.017,0.032,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,0,-0.324,-0.307,0.015,-0.01,-0.01,-0.01,-0.01,0,0,0, , , , , , , ,0,0,0.06,0.06,0, , , , , , , , , , , , ,0.286, ,-0.299,-0.299,-0.299,-0.299,-0.299,2.368,0.025,0,0,0, ,-0.015,0.028,0,0,0.028,0, ,0,0,-0.4,0,0.413,0,-0.365,0.023,-0.025,0.08,0.004,0.004,0.095,0, ,0, ,0, ,2.463,0.095, ,0,0,0,0,0.019,0.003,0,0,0,0.022,0,0,-0.299,-0.299, , ,0.025,0,0, , , ,-0.22, ,-0.324,-0.307,-0.01,-0.01,0.225,0,0.343,0,0.06,0.075,5,0.493,0.343,0.21,0.26, ,0.14,0.07,0.14,1.04,110.5,-0.299, , ,0,0,0, , , , , , , , ,0,0.132,0.1,0.132,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,0,-31.851,0,0,0.009,0.402,0.01,0.459,0,0.057, ,-31.851, ,0.6, , , , ,0.6, , ,2.368,0, , , , ,0.063,-0.299,-0.01,-0.01,0, , , , ,0,0.005,0,0.011,0.011,2.368, , , ,19.961,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,0,0,1.852, , , , ,0.076, ,0,0,0,0,0.907,0.013, ,0.16,0.029,0.593, ,4520,452030,45,45203010,334118,3570,190,940,C
4467,12/31/10,2010,STD,ESCC,EVANS & SUTHERLAND CMP CORP, ,1,1,USD,1,12,0,1.289,1.289,-18.685,1.289, , , , , ,18.114,0,0.136,0,1.276,0,0,-18.704,0,1.276,0,-1.469,1.276,1.438,0.514, ,0, , ,0, ,2.376,0,29.96,0, , ,-1.0246,54.385,0.113,0.113,-11.362,-11.362,-12.34,1.024,4.562,-1.576,-5.422,-4.644,0,0,0,0,-1.457,0.679,-5.422, , , , ,17.217,11.089,11.442,11.089,11.089,0.6,2.288,0.2,0,0,2.451,0,0, ,0,0,0,0,0.648,0.156,0.166,0.176,2.638,0,-4.644,0.648, ,0.19,0, ,0.137,5.302,5.95,3.499,0,0,1.15,10.802,1.15,10.802,0,0,0, , , , ,0,0,0,0,0,0, , , , ,-3.469,-2.319,0.102,-0.42,-0.42,-0.42,-0.42,0,0,0,11.638,0,6.506, ,0,2.25, ,0,0.053,2.302,2.302,0.635, , , , , ,0.207,0.02,0.02,0.319, , , ,10.264, ,-4.644,-4.644,-4.644,-4.644,-4.644,-6.06, ,0.978,0.343,0,0.569,1.744,1.052,0,2.147,5.609,2.41, ,0,0,0,0,0,0,1.119,3.538, ,9.26,5.783,5.783,11.346,0,0,24.674,0,24.674,0,29.96,41.322,0,0,0,0,0,0.126,0.126,0.141,0.146,0.146,0.685,2.786,0.019,-4.644,-4.644, , ,-0.415,-0.415,0, , , ,-2.748,19.08,-3.469,-2.319,-0.42,-0.42,0.217, ,0.961,0, ,0, ,1.355,1.138,4.8,7.46, ,4.29, ,4.98, , ,-4.571,-4.561,-0.01,1.109,0.1,0.1,-0.079,-0.01,-0.01,-0.121,1.188,0.11,0.11,1.827,0,20.394,9.592,20.394,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,0,-63.326,0,-18.704,-2.345,0,0.679,6.654,0,6.654, ,-44.641, ,27.481, , , , ,27.481, , ,-11.362,0, , , , ,1.232,-3.742,-0.34,-0.34,0, , , , ,0,0,0,0.03, ,-11.362,2.376, ,0,306.7,4.709,4.709, ,0.353,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0.073,0.073, , , , , , , , , , , , , , ,6.768, , , , ,3.477, ,0,0,0.687, ,29.8, ,1.999,4.156,0.171,12.583, ,4520,452030,45,45203010,335999,3690,220,925,C
18036,12/31/10,2010,SUMM_STD,COMM,COMMSCOPE HOLDING CO INC, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3875.452, , , , , ,35.399, , , , , , , , , , , , , , , , , , , , ,2064.5,96.209, , ,94.731, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,270.263, , , , , , , , , , , , , , , , , , , , , , , ,0.46,0.46,0.47,0.47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,44.099, , , ,44.099, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,44.099, , , ,-57.321, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,124.194, , , , , , , , , , , , , , , ,343.318, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,438.983, , , , , , ,3188.916, , ,1669.93, , , , , , , , , , , , , , , , , , , ,1669.93, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,80.095, , , , , , , , , , , , , , ,1256.616, , , , , , ,0, ,103.065, , , , , , ,569.573, ,4520,452010,45,45201020,334220,3663, , , 
