"","acc.loss","price.trend","company.rating","eps","log.shares","cap.reserve","cash","log.common.stocks","other.finance","finance.cash.flow","other.funds","inventory.diff","investing.other","options.granted","risk.free.rate","assumed.volatility","sale.investments","log.long.tax","net.tax.liability","settlement.pct","market.valuation","was.litigated"
"331",0,-0.08,3,0,19.4956934058368,4.41618648632059,1.319,-1.22758266996507,0,0,0.01,0.07,0,1.845,0.28,114,0,-2.30258509299405,0,0,16942898.475,FALSE
"332",0,0.0975,3,0.00372,19.4956934058368,4.41656090280895,-1.384,-1.22758266996507,0,0.011,0.02,0.062,0,0,0,0,0,-2.30258509299405,0,0,16278758.3416667,FALSE
"333",0,-0.099,3,-0.00880952380952381,19.4960815517794,4.41694725026084,0.046,-1.22758266996507,0,0.003,0.096,0.004,0,2.46,0.89,129,0,-2.30258509299405,0,0,32047431.3333333,FALSE
"334",2.955,2.72,3,-0.439960317460317,17.6268850329317,6.54089146145547,20.296,-0.294371060602578,0,3.698,25.129,-5.329,0,0.487,1.2,47,0,3.85517748380879,58.809,0,539837723.809524,FALSE
"335",1.447,-0.73,3,0.404246031746032,17.7576902759238,6.58727587256805,-6.305,-0.266573109241546,0,-35.89,33.184,-6.55,0,0.14,0.8,48,-2.866,3.98480867515379,57.568,0,804181101.104497,FALSE
"336",0.269,1.83,3,0.6482,17.7370942737989,6.63970588474549,163.938,-0.233193887167711,-0.969,-22.741,28.036,-6.853,179.173,0.126,0.5,43.8,0,3.96436874580008,100.182,0,841254666.12,FALSE
"337",-1.388,16.11,3,1.75365079365079,17.6546320426706,6.16190328199016,-106.912,-0.746547957287061,-15.123,-33.39,34.144,-13.683,0,0,0,0,-118.567,3.53805656437935,48.495,0,1385125436.07143,FALSE
"338",0.005,0.21,2,-0.00408730158730159,16.1398571427398,2.57307014061731,0.153,-4.60517018598809,0,-0.52,-0.01,0.255,0,0.3,3.07,169,0,-0.621757184473272,0.394,0,3343132.33333333,FALSE
"339",0.005,-0.15,2,0.0308333333333333,16.1732194567037,2.59054212764026,-0.162,-4.50986000618377,0,0.163,0.115,-0.133,0,0,0,0,0.001,-0.703197516413447,0.522,0,2537772.54761905,FALSE
"340",0.005,-0.09,2,-0.064,16.2754835994581,2.61856303460067,-0.006,-4.42284862919414,0.438,0.539,0.322,-0.017,0,0.53,0.9,186.3,0,-0.49758039701597,0.652,0,1083056.02986667,FALSE
"341",0.005,-0.026,2,-0.128452380952381,16.53185536405,2.6475922320651,-0.001,-4.13516655674236,0.525,0.457,0.397,0.118,0,0,0,0,0,-0.249744233111389,0.846,0,1468631.33492063,FALSE
"342",9.898,6.96,3,-0.312103174603175,16.5427095779052,4.92825318549029,8.764,0.425921116675547,-9.856,-8.558,-0.998,-0.446,0.305,0.279,1.8,45,0.12,2.48031278077777,10.877,0,249214258.333333,FALSE
"343",0.561,1.7,2,-0.762579365079365,17.536739357721,5.82458612883275,-9.531,-0.794073099149906,0,-3.918,12.325,2.006,0.027,0.343,1.2,67.5,0.005,-2.30258509299405,0,0,352108203.541667,FALSE
"344",0.244,-4.23,2,-0.633174603174603,17.5583342934609,5.84918644184833,9.983,-0.783071888087932,0,-3.051,9.744,-2.106,-0.017,0.314,1.2,64.2,0.128,-2.30258509299405,0,0,338967584.060847,FALSE
"345",0.509,-2.72,2,-0.24344,17.570070256202,5.86530307265354,1.218,-0.770028224895903,1.96,-1.336,7.01,-0.642,-0.015,1.883,0.9,63.9,0.022,-2.30258509299405,0,0,160289568.52,FALSE
"346",1.015,-0.27,2,-0.393333333333333,17.579993577293,5.87121597451181,-4.228,-0.763569644856491,0,-2.509,2.579,5.284,-0.051,1.786,1.6,64.8,0.03,-2.30258509299405,0,0,98973554.5502646,FALSE
"347",0,4.47,3,0.478373015873016,16.991465460914,0,8.535,3.54794932967973,0,-14.215,1.26,0,0.26,0,0,0,-12.083,-2.30258509299405,-41.004,0,323061205.863095,FALSE
"348",0,2.41,3,0.915912698412698,16.9927293837082,0,-32.151,3.58847884000529,-0.047,-19.323,-1.599,0,0,0,0,0,-10.954,-2.30258509299405,-54.371,0,380701979.338624,FALSE
"349",0,-1.71,3,1.04328,16.9931176218603,0,1.112,3.63029649668164,-0.036,-33.55,1.522,0,0,0,0,0,-13.189,-2.30258509299405,-49.74,0,394983495.2,FALSE
"350",1.691,1.08,3,0.124563492063492,15.0331913578861,0.432431556337979,-0.163,-1.08470938349912,0,-0.528,-0.004,-0.149,0,0,0,0,0,-2.30258509299405,-1.078,0,13441358.0619709,FALSE
"351",1.909,-0.6245,3,0.163849206349206,15.035431699261,0.445326641533295,4.893,-1.08175517160169,0,-0.522,-0.003,-0.188,-0.014,0,0,0,-0.055,-2.30258509299405,-1.225,0,14511684.8253968,FALSE
"352",2.222,-0.2,3,0.16496,15.0366778855556,0.454255272277596,-4.374,-1.08175517160169,0,-0.535,0.008,-0.102,0,0.01,2.21,22.98,-0.794,-2.30258509299405,-1.455,0,13613125.8782667,FALSE
"353",1.631,0.23,3,0.310079365079365,15.0375045251023,0.55732745741741,0.403,-1.08175517160169,0,-0.263,0.155,0.27,0,0.225,1.63,44.64,-0.53,-2.30258509299405,-1.022,0,13918978.4011243,FALSE
"354",0,0.12,3,0.00186507936507936,15.4562533202268,-0.00100050033358353,0.214,-5.29831736654804,0,0,0.052,0.082,-0.004,0.195,1.38,93,0,-1.90380897303668,0.036,0,2420430.83333333,FALSE
"355",0,-0.2095,3,0.0172222222222222,15.4562533202268,0.000999500333083423,0.094,-5.29831736654804,0,-0.052,-0.044,-0.05,0.003,0.21,1.4,74,0,-1.87080267656851,0.046,0,2689343.70833333,FALSE
"356",0,-0.12,3,-0.02676,15.4562533202268,0.00399202126953746,-0.409,-5.29831736654804,0,0,0.001,-0.031,0,0.22,0.36,68,0,-2.07147337203066,0.02,0,1521303.11666667,FALSE
"357",0,0.016,3,-0.000912698412698413,15.4562533202268,0.00598207167754747,0.078,-5.29831736654804,0,0,0.002,-0.124,-0.011,0.175,0.38,73,0,-1.98777435315401,0.032,0,1862785.925,FALSE
"358",2.622,-0.1109,0,-0.130833333333333,15.7040942118279,2.66221566475841,-0.621,0.324977857195478,-0.539,-2.002,0.058,-0.487,0,0,0,0,0,-2.30258509299405,0,0,8367048.16666667,FALSE
"359",-0.615,0.42,2,0.172936507936508,18.2251570883673,7.02408392419195,-45.323,2.21068907828951,-4.329,-15.838,17.642,-2.764,-21.2,0.553,2.02,47,0.512,3.32352408693365,47.1,0,902519734.398148,FALSE
"360",-0.238,-4.55,2,-0.727301587301587,18.2842275359591,7.12531929359073,-117.653,2.32883746413811,-5.677,-63.643,53.601,-6.457,-4,1.576,1.25,43,0.322,-2.30258509299405,5.557,0,767389966.071429,FALSE
"361",-1.673,-3.14,2,-0.16904,18.2870986528998,7.14015109577639,69.888,2.36809189519617,-4.837,-16.91,22.174,0.105,0,0.189,0.95,46,0.142,-2.30258509299405,6.846,0,700110337.94,FALSE
"362",-2.37,-0.48,2,-0.16202380952381,18.3132315405677,7.15448956775254,-95.411,2.38784493694487,-16.144,-11.2,21.328,1.137,0,0.479,1.01,45,0.265,-2.30258509299405,-13.912,0,632352832.083333,FALSE
"363",0,4.18,2,0.267261904761905,16.7555350456808,5.32932172541073,2.501,-3.86323284125871,0,1.055,17.603,0.274,0,0.949,1.855,84,0,2.21440940209032,9.056,0,67441372.5297619,FALSE
"364",0,-3.07,2,0.563492063492063,16.8951077125514,5.39742940104446,-0.225,-3.72970144863419,0,1.236,0.253,-0.855,0,1.878,1.71,76.5,0.002,2.11202973127299,8.165,0,118843651.828704,FALSE
"365",0,-0.96,2,0.2272,16.9731864955826,5.40974692823225,-3.186,-3.72970144863419,0,-3.218,2.511,-0.528,0,0.8,0.59,76.5,0,2.19511123468881,8.881,0,84500395.4666667,FALSE
"366",0,-0.42,2,0.0255952380952381,16.9834717970098,5.42076063753087,-0.353,-3.72970144863419,0,0.357,2.02,-0.235,0.015,0.446,0.92,68.5,-0.009,-2.30258509299405,0,0,76622762.202381,FALSE
"367",-92.617,6.23,3,0.6975,21.4424603740375,8.24713647576574,-2183.361,3.02974715214127,-306.445,-243.827,496.081,-114.111,-362.956,15.881,1.8,32.9,0,-2.30258509299405,-107.172,0,39666534947.0238,FALSE
"368",-235.009,-3.35,3,1.02373015873016,21.4446704474402,8.0238577193129,411.898,3.01988815676506,-729.562,-1718.502,587.195,-393.156,-593.424,1.806,1.6,33.3,0,-2.30258509299405,129.91,0,51731334449.5833,FALSE
"369",-208.273,-0.460000000000001,3,1.2306,21.4590044223365,8.21368304664982,223.024,3.0478502278161,-574.574,-2148.952,753.439,-458.663,-360.979,3.191,0.8,34.3,-31.599,4.17538677022872,431.894,0,54841743413.87,FALSE
"370",-239,0.539999999999999,3,1.34623015873016,21.4598852494239,7.24850407237061,3177,2.99573227355399,-366,2076,928,-408,-427,1,0,0,0,4.89110072540107,624,0,50982332231.0913,FALSE
"371",0.777,0.135,2,-0.953333333333333,18.2438033408242,0,5.916,6.55392913051241,0,2.365,18.56,-4.621,-0.263,0.077,2.4,97.1,0.089,-2.30258509299405,0,0,89323162.1479167,FALSE
"372",0.912,-0.5177,2,-0.220873015873016,18.3138427263912,0,-4.346,6.56956977555715,0,17.887,16.358,-0.883,4.045,1.022,1.4,99.4,0.238,-2.30258509299405,0,0,169566529.955192,FALSE
"373",1.376,3.12,2,-1.78732,17.3119098711479,0,-6.551,6.58250286409915,0,3.015,14.297,-9.807,17.023,0.061,0.8,101.8,-2.595,-2.30258509299405,0,0,143754437.986667,FALSE
"374",1.623,-0.899999999999999,2,-0.418531746031746,17.1262812131554,0,7.057,6.61909406065679,0,25.284,-9.407,2.016,6.52,0.084,1.2,96.7,-5.138,-2.30258509299405,0,0,130910463.968254,FALSE
"375",-2.169,0.2019,3,-0.279642857142857,16.1448009483148,3.78573389547782,-0.252,-2.05572501506252,-0.107,-13.666,0.374,0.464,-0.036,0,0,0,0.014,-1.02443289049386,0.154,0,8611940.69047619,FALSE
"376",-2.066,-0.47,3,-0.370079365079365,16.1827636280018,3.78786469079836,-2.937,-2.05572501506252,0,0.992,0.389,-1.13,0,0,0,0,0.023,-1.11779510808488,0.162,0,7672104.24603175,FALSE
"377",-1.678,-0.2,3,-0.14828,16.1842316454556,3.78820429165742,0.714,-2.05572501506252,0,-0.541,0.662,0.146,0.3,0,0,0,0,-1.83885107676191,0.187,0,6552681.6,FALSE
"378",-1.248,0.25,3,0.005,16.185749849044,3.78883790485777,-0.349,-2.05572501506252,0,1.17,0.196,1.042,0,0.05,0,0,0.03,-1.8773173575897,0.082,0,6346676.7547619,FALSE
"379",0,-0.4399,0,-0.00912698412698422,15.1711616003958,5.02055262110447,17.166,-5.52146091786225,-0.032,-0.099,1.004,-0.48,-0.071,0.458,2.2,106.9,0,-2.30258509299405,0,0,11023604.577381,FALSE
"380",0,-1.95,0,0.441388888888889,15.1700562207696,5.02473541847504,-2.433,-5.52146091786225,0,0.004,0.743,0.665,-0.041,0.079,2.1,79.5,0,-2.30258509299405,0,0,13333229.1666667,FALSE
"381",-0.001,-0.14,2,-1.10305555555556,16.0899749768131,5.75981933386289,-48.011,-4.60517018598809,0,-35.95,0.693,1.155,0,0.388,1.47,69,0,-2.30258509299405,0,0,26016352.3578042,FALSE
"382",0.11,-1.76,3,0.0873015873015873,14.8341716250737,4.03014376182824,1.098,-4.19970507787993,-0.124,-1.572,0.162,0.59,-0.562,0,0,0,0,-2.30258509299405,0,0,6655047.27810847,FALSE
"383",0.005,-0.57,3,-0.041468253968254,14.8671643372919,4.03035700038968,-2.566,-4.19970507787993,0,-0.842,2.018,-1.33,-0.218,0,0,0,0.015,-2.30258509299405,0,0,4475690.41666667,FALSE
"384",0,-0.646,3,-0.20924,14.8711680236942,4.03076558057923,0.62,-4.19970507787993,0,-0.15,0.325,0.136,0,0,0,0,-0.002,-2.30258509299405,0,0,3059204.27913333,FALSE
"385",0,1.5301,3,0.0724206349206349,14.8729411644164,4.03078334114899,-0.384,-4.19970507787993,0,-0.209,-0.239,-0.191,0,0,0,0,0.003,-2.30258509299405,0,0,3008061.84255952,FALSE
"386",0.043,-0.109,2,-0.00869047619047619,16.9906212387421,3.53102609448719,-0.157,-3.72970144863419,0,0,0.015,-0.071,0.003,0.025,1.93,114,0.05,-2.30258509299405,0,0,4544006.60919312,FALSE
"387",0.002,0.024,2,0,16.990918032657,3.5313480661272,0.046,-3.72970144863419,0,0,0.011,-0.047,-0.001,0,0,0,0,-2.30258509299405,0,0,3845210.72857143,FALSE
"388",0,0.012,2,-0.0038,16.9940434402152,3.53175769834172,-0.229,-3.72970144863419,0,0,0.015,-0.012,0,0.05,1.07,110.5,0.015,-2.30258509299405,0,0,3503878.1375,FALSE
"389",0,-0.035,2,-0.00734126984126984,16.9967860450505,3.53207943455006,-0.585,-3.72970144863419,0,0,0.06,-0.015,-0.4,0.075,1.04,110.5,0.005,-2.30258509299405,0,0,2698680.23148148,FALSE
"390",-18.685,0.9,2,-0.623373015873016,16.2214641839354,3.99608838054581,-1.576,0.827678073517551,0,0.053,2.302,1.744,0,0,0,0,0,-2.30258509299405,0,0,6829899.91666667,FALSE
"391",-27.131,-0.705,2,-0.291785714285714,16.2214641839354,3.99697058759085,2.908,0.827678073517551,0,-0.636,0.739,0,0,0.101,1.03,357,0.667,-2.30258509299405,0,0,4676785.75,FALSE
"392",-27.664,-0.1889,2,-0.13564,16.2214641839354,3.9975766537808,-1.821,0.827678073517551,0,-0.157,0.63,0,0,0.111,0.36,396,0,-2.30258509299405,0,0,1589608.15,FALSE
"393",-17.609,0.07,2,-0.22468253968254,16.2214641839354,3.9979070805851,1.265,0.827678073517551,0,-0.167,1.39,0,0,0.151,0.39,377,0,-2.30258509299405,0,0,823727.883333333,FALSE
"394",1.69,4.82,3,-0.620396825396825,17.1401338236251,0,77.077,5.03167245316206,0,1.511,9.159,1.925,0.487,0.192,2.08,47,0.106,3.4314679046804,40.714,0,353238502.268519,FALSE
"395",0.506,-2.19,3,0.395753968253968,17.1645590858129,0,-46.632,5.12481480782227,0,1.242,11.501,-0.46,-0.131,0.194,1.86,45,-1.722,3.5997476487861,46.51,0,448918259.404762,FALSE
"396",0.283,-5.23,3,0.26136,17.1868518491991,0,19.133,5.17406281070372,0,-67.143,7.861,3.917,0.625,0.005,1.63,47,0.68,1.35222038078614,5.448,0,362731953.87,FALSE
"397",0.352,-0.34,3,-1.2802380952381,17.2073203630958,0,-20.452,5.21054024190304,0,-9.1,15.309,6.52,0.438,0.064,1.88,45,-1.138,-0.218156009803171,0.695,0,328179682.083333,FALSE
"398",0,0.5311,3,-0.136547619047619,15.1317336602241,2.39780435957498,-0.033,-3.27016911925575,0,-1.876,0.161,0.163,0,0.027,2.2,62.45,0.013,-2.30258509299405,0.266,0,13819640.1472222,FALSE
"399",0,-0.715000000000001,3,0.177619047619048,15.1476399196652,2.41287344688817,-0.324,-3.24419363285249,0,-1.282,0.114,-0.06,0,0.085,2.97,73.52,0.006,-2.30258509299405,0.267,0,18484792.5028439,FALSE
"400",0,-0.0990000000000002,3,0.28336,15.1591239059925,2.43615398491546,1.328,-3.2188758248682,0,-1.06,0.14,-0.298,0.109,0.049,2.97,73,-0.109,-2.30258509299405,0.052,0,15002771.6284333,FALSE
"401",45.202,1.98,3,-0.154365079365079,16.9421212288943,2.92117035222709,11.498,4.66462706743753,0,0.055,5.948,-9.302,0,0,0,0,0,2.56371783021229,19.075,0,131080544.138194,FALSE
"402",65.511,-4.09,3,0.11952380952381,17.1078903971302,2.89131575663356,0.662,4.70357557069972,0,1.605,3.082,-8.751,22.063,0,0,0,-0.568,2.40910493637172,12.241,0,217833141.815476,FALSE
"403",13.507,-0.97,3,0.060928,17.1781002971736,2.85059088788432,36.097,4.70921483627469,0,-3.285,-0.42,10.879,0,0,0,0,0,2.49979526228175,9.975,0,162768026.956667,FALSE
"404",-3.423,-0.7,3,-0.0923412698412698,17.1717165232917,2.84409509889103,-13.482,4.69899744863224,0,-3.598,0.502,2.916,0,0,0,0,0,2.38940478494661,7.581,0,144787061.421958,FALSE
"405",-0.1,-0.08,2,-0.0149206349206349,17.4504066993246,1.62037785247243,-0.016,-6.21460809842219,0.055,0.117,0.048,0,0,0.3,0.38,2.04,0,-2.30258509299405,0,0,3663465.27777778,FALSE
"406",-0.1,0.025,2,-0.0136904761904762,17.5793511490948,1.65249740189455,0.004,-6.21460809842219,0.083,0.173,0.054,0,-0.005,2.99,0.63,115,0,-2.30258509299405,0,0,2407181.0515873,FALSE
"407",-0.1,0.025,0,-0.0054,17.6316365714475,1.6989129188617,-0.004,-6.21460809842219,0.008,0.133,0.124,0,0,0.5,0.37,133,0,-2.30258509299405,0,0,4827090.81566667,FALSE
"408",1.1,0.62,3,-0.00976190476190476,18.317030229254,6.8635860219574,2.809,-2.04022082852655,0,1.085,12.229,-11.236,0,0.936,1.36,59,0.178,-1.37436579025462,-0.186,0,263813235.396825,FALSE
"409",3.703,-0.36,3,0.0922222222222222,18.3387232412654,6.87063994795569,-1.972,-2.02495335639577,1,2.53,9.657,-1.977,0,2.748,1.47,62,0.582,-1.60445037092306,0.689,0,292439501.851852,FALSE
"410",-0.861,0.4,3,0.10192,18.3603749588021,6.877923709543,4.624,-2.00991547903123,1.001,2.393,7.4,-6.115,-0.275,2.593,1.05,60,0.103,-1.2801341652915,0.587,0,332418911.6195,FALSE
"411",-1.377,3.29,3,0.130515873015873,18.3568689428168,6.71092619507217,41.207,-2.36446049671213,0,-7.391,9.071,10.442,-0.625,4.163,0.74,64,-11.285,-0.931404369684203,0.445,0,418038061.259921,FALSE
"412",0,-0.025,1,-0.218333333333333,16.5307972110882,4.20496124002563,-2.444,-1.81400507817537,0,0.1,0.449,0,-0.13,1.449,1.065,170,-0.019,-2.30258509299405,0,0,2348181.1656746,FALSE
"413",7.242,14.77,3,-0.14484126984127,16.5967074605796,5.05184121490738,15.644,-4.07454193492592,0,1.454,4.667,-6.273,-0.979,0.232,2,46.5,0,0.963937385341508,5.816,0,375565729.193122,FALSE
"414",5.816,15.68,3,0.78781746031746,16.6134783586327,5.13450348130982,13.818,-4.07454193492592,0,10.58,3.303,-27.329,-0.89,0.272,1.25,48.7,0,0.873800680253203,6.445,0,662208093.90873,FALSE
"415",6.341,-18.6,3,1.49192,16.641090607118,5.1990162334736,28.693,-4.01738352108597,0,7.165,2.86,-0.844,-1.361,0.25,0.58,50.7,0,0.914689450507181,8.463,0,769333314.68,FALSE
"416",7.266,25.09,3,1.27293650793651,16.6526573324009,5.2568389066015,31.397,-4.01738352108597,0,6.32,4.399,-0.119,-2.204,0.267,0.79,48.2,0,1.50917549049571,7.853,0,718734037.5,FALSE
"417",49.005,5.61,3,0.734285714285714,17.4535225877303,0,153.418,6.23273284828074,-2.076,-69.448,10.467,-31.398,-14.079,0.274,1.205,41,0.333,0.158711691154821,8.407,0,809903173.396164,FALSE
"418",24.455,13.53,3,1.8547619047619,17.4669546169942,0,42.744,6.20192399421347,-5.156,-29.349,12.548,-42.337,-6.051,0.304,1.04,45.5,0,0.0334347760862374,13.208,0,1348719848.33003,FALSE
"419",38.556,11.4104,3,2.81144,17.4517457002142,0,-54.059,6.24786297438153,-7.782,1.236,14.163,-24.309,14.209,0.229,0.47,45.5,0,1.64711897940179,-0.344,0,1903571104.1432,FALSE
"420",47.128,28.4,3,3.0025,17.5004179473556,0,117.868,6.45752604133984,-9.658,-3.367,18.354,1.486,-10.604,0.198,0.9,33,0,0.61572603359136,7.925,0,3023898327.37434,FALSE
"421",5.192,1.66,3,-0.326785714285714,15.9208620313957,3.90937951448273,-4.679,2.21528276459125,0,-0.149,2.631,-1.748,0,0.351,2.45,38.9,0.073,-0.162518929497775,3.33,0,44950095.3208333,FALSE
"422",4.17,0.630000000000001,3,0.513174603174603,15.9302579558278,3.9278372977225,-0.493,2.21528276459125,0,5.706,3.753,-4.242,0,0.253,1.32,40,-0.799,1.75647765508342,8.844,0,74366497.8455026,FALSE
"423",3.913,-0.35,3,0.89344,15.9394310792359,3.94956924050211,-1.322,2.21528276459125,0,-1.869,3.945,-6.017,0,0.209,1.33,40,-0.002,1.85941811770187,9.49,0,69966649.7124,FALSE
"424",-3.241,80.73,3,1.525,18.1981537188167,0,57.917,6.24845864879733,0,-16.798,71.979,-4.996,2.53,0,0,0,-0.125,3.63663834226825,46.631,0,6890913786.04497,FALSE
"425",-6.422,-2.25999999999999,3,2.55476190476191,18.2045357605097,0,48.03,5.94210884805384,0,-226.664,90.729,1.666,-5.696,0,0,0,-0.163,3.55139741079267,43.153,0,8212944852.21561,FALSE
"426",-3.829,-22.59,3,3.31972,18.1867742797296,0,-5.603,5.78972161033385,0,-149.231,96.92,-0.262,-0.269,0.074,0.14,45.2,0.546,3.57172746930308,45.84,0,8478652153.92,FALSE
"427",-7.414,-14.02,3,3.4790873015873,18.1775719955806,0,-21.488,5.57027012946932,0,-166.318,105.237,-1.617,-0.612,0.052,0.06,42.92,-0.187,3.11302630077635,33.385,0,6720953039.08366,FALSE
"428",-0.015,-0.18,0,0.36676,18.3417115598461,6.27566180463934,101.635,-3.9633162998157,0,108.527,40.119,-23.835,0,2.919,1.5,59.5,0,-2.30258509299405,0,0,2260194300.7,FALSE
"429",-0.11,-8.57,0,-0.285912698412698,18.41227860015,6.39574895846798,-82.888,-3.91202300542815,-4.86,6.434,56.314,-10.591,0,2.21,1,63,0,-2.30258509299405,-1.001,0,1375229775.87963,TRUE
"430",-0.013,1.03,0,0.32718253968254,16.4092965251592,1.71505839429778,9.854,-4.26869794936688,0,-0.118,0.066,2.421,-1.088,0.7,0,0,0.123,0.336472236621213,1.672,0,27407382.7777778,FALSE
"431",-0.017,-0.75,2,0.483015873015873,16.2875741752436,1.85957386881191,-4.75,-4.26869794936688,0,-2.076,0.801,-0.737,-0.284,0,0,0,-0.072,0.44404459007564,1.679,0,25599109.5337302,FALSE
"432",0.02,0.5,2,-0.021,16.2697136405172,1.89941734393456,-1.938,-4.26869794936688,0.543,0.579,0.375,-0.812,-2.133,0.97,0.22,186,0,0.459321780898875,1.538,0,20035303.58,FALSE
"433",-0.021,-0.12,0,0.0576984126984127,16.154457427765,1.94448055624572,1.012,-4.26869794936688,0,-2.384,0.576,1.484,-1.029,0,0,0,0,0.444685821261446,1.502,0,17257923.4325397,FALSE
"434",20.754,1.51,3,-0.561230158730159,20.4985590107831,0,-179.085,9.0899289350977,0,-641.696,482.581,-664.738,0.625,2.063,1.6,46.9,0,3.87211725769224,48.88,0,5356286769.94048,FALSE
"435",-40.437,-2.33,3,0.742936507936508,20.4258791761427,0,-230.142,9.02309109388193,0,-522.162,566.122,301.053,1.398,0.6,1.1,46.9,0,3.89611717574437,49.926,0,4964400507.38095,FALSE
"436",-77.481,-0.66,3,0.7406,20.3334433505916,0,68.758,8.98908778166775,101.851,-339.578,522.474,596.131,-77.774,0.019,0.9,46.9,0,3.95900200662214,60.186,0,4364970543.26667,FALSE
"437",-126.156,1.56,3,0.516388888888889,20.2639599630758,0,6.641,8.9378115732156,52.149,-410.792,449.997,-758.846,-30.898,0,0,0,0,5.39074612631872,101.365,0,4840043298.78968,FALSE
"438",1.652,0.170000000000002,3,1.54912698412698,18.8590556625644,6.13961511938076,-228.91,0.464991087422191,0.055,-6.487,35.895,-25.151,0,0.782,1.6,45.1,0,3.12860094662842,32.707,0,4362417154.91567,FALSE
"439",-11.994,-5.97,3,1.47103174603175,18.8842384443523,5.85966593806078,247.709,0.438254930931155,-0.458,75.445,37.571,-48.361,0,0.397,1,42.3,0,3.45770373110246,41.85,0,4764389888.57143,FALSE
"440",9.541,-3.4343,3,1.43192,18.8462375094789,5.13631595017606,-119.107,0.377065633586466,-0.166,-244.329,24.44,-26.031,0,0.638,0.4,39.7,0,3.4757790511274,55.187,0,3352825352.48997,FALSE
"441",26,6.33,3,1.54142857142857,18.783351040903,3.72682531652869,220.737,0.342170257735851,-1.1,-66.113,32.387,35.181,0,1.029,0.3,33.7,0,2.88942686718306,44.017,0,4013873547.33796,FALSE
"442",0,-10.27,0,1.82547619047619,17.3443470065461,4.09127318369761,42.34,-1.07294454191953,0,23.886,4.234,-8.336,-0.11,1.012,1.21,42.3,0,0.719302138036796,3.261,0,668108807.142857,FALSE
"443",0,-3.33,0,-0.68864,17.3552072881639,4.18146982161577,-11.775,-1.06421086195078,0,23.202,88.328,-13.867,-0.147,0.59,0.9,61.3,0,0.6227247162634,5.852,0,474120999.68,FALSE
"444",0,5.92,0,1.11253968253968,17.3599111589789,4.2641014014079,34.209,-1.06131650392441,-0.021,-9.128,0.618,14.229,4.902,0,0,0,0,1.10027756798717,4.842,0,549950529.464286,FALSE
"445",32.966,19.39,3,-0.581031746031746,18.1152906363155,7.72999903287649,107.741,-2.40794560865187,0,108.584,27.603,-37.088,0,0,0,0,0.02,-2.30258509299405,0,0,1209209070.60847,FALSE
"446",28.72,-16.555,3,1.05238095238095,18.2974628770337,7.74466465111066,-80.221,-2.39689577246529,0,-6.674,16.727,-21.323,-1.276,0,0,0,-0.386,-2.30258509299405,-1.738,0,2046440257.02712,TRUE
"447",28.525,-3.97,3,0.45052,18.3346670218668,7.76223273286794,54.532,-2.36446049671213,0,5.417,47.107,19.362,2.477,0,0,0,-1.35,-2.30258509299405,1.212,0,1440603174.8,FALSE
"448",20.025,8.42,3,0.166984126984127,18.3631777329305,7.80633407653768,14.025,-2.33304430047875,0,274.695,43.106,-62.864,1.483,0,0,0,-8.313,-2.30258509299405,-0.158,0,1701577891.86508,FALSE
"449",-0.193,2.73,3,0.272460317460317,16.8868522835964,5.24386646056908,-1.171,-3.81671282562382,0,13.449,3.37,-17.086,-0.353,0.033,1.7,56,0,2.04575548402503,7.034,0,175227004.973545,FALSE
"450",0.218,4.22,3,0.499960317460317,16.9285927928118,5.28161871692499,5.101,-3.77226106305299,0,16.891,9.497,-0.463,0,0.065,1.4,57,0,-2.30258509299405,-1.952,0,296609018.419312,FALSE
"451",-1.222,-2.97,3,1.06532,16.9533729241326,5.32379991096254,24.232,-3.72970144863419,0,-4.669,-4.096,11.549,0,0,0,0,0,-2.30258509299405,-5.444,0,279401715.73,FALSE
"452",-0.969,1.7,3,0.746778242677824,16.978945675759,5.3694047097636,15.09,-3.72970144863419,0,-4.234,7.516,13.479,0,0,0,0,0,-2.30258509299405,-8.074,0,313168256.530683,FALSE
"453",0,0.26,2,1.37984126984127,15.4071869015816,0,-1.666,2.67311363122131,0,0.205,0.883,0.417,0,0.14,1.13,101,0,2.40116265635504,13.256,0,11713016.5575397,FALSE
"454",0,-1.38,2,1.60583333333333,15.4237962195106,0,0.957,2.69611256352917,0,1.977,1.733,-0.863,0,0.828,0.94,92,0,-2.30258509299405,0,0,10263209.0591601,FALSE
"455",0,0,2,-1.73136,15.4303530393692,0,-0.483,2.71681170677078,0,1.264,0.203,0.14,0,0.521,0.59,89,0,-2.30258509299405,0,0,6818627.337,FALSE
"456",0,-0.5866,2,-0.903531746031746,15.4371859840623,0,-0.823,2.78649162740877,0,1.94,0.413,1.239,0,0.431,1.02,86,0,-2.30258509299405,0,0,6854453.64034391,FALSE
"457",0.774,-0.41,2,0.0136904761904762,17.5125193790519,6.76282198820449,-65.434,0.617884696059398,0,29.845,0.93,-2.946,-4.103,0.424,1.7,45,-24.044,-0.536143431750281,-6.505,0,210571540.833333,FALSE
"458",0.541,-1.19,2,0.625833333333333,17.5254614808021,6.76515200384142,-1.007,0.632335041163188,0,-1.191,20.155,-4.889,0.893,0.9,1.16,44,-2.748,-2.30258509299405,-6.314,0,180020272.328042,FALSE
"459",2.864,1.2599,3,0.03296,17.5359206553705,6.76828859301451,10.737,0.646579544743611,0,-9.974,34.293,4.969,4.043,1.17,0.68,45,0.061,-2.30258509299405,-2.656,0,161625312.086,FALSE
